Invoice No,Distributor Code,Customer Code,Route Code,Product Index,Product Code,,Product Description,UOM Code,Selling Type,Default UOM,Product Quantity,MRP,Product List Price,UOM List Price,Gross Amount,Product Discount,Promo Discount,SLS Discount,Customer Group Discount,Discount Amount,Amount After SKU Disc,Customer Discount,Total Tax Amount,Total Net Amount,SO Number,Document Type,Invoice Status,Invoice Date,GST Code,GST Rate,Backend Customer Ref No,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Smallest UOM Quantity,Picklist Indicator,Outlet Type,Segmentation,Outlet Program,Route Plan Code & Name,VAT,Add VAT,HSN Code,Route Segmentation,Route Mobile Number
IN001230,7880336,CT0010054598,SHA1004,2,366163,0366163,Dettol Soap Original 72*60G,OU,S,CA,6,0,3986,55.36,332.16,358.68,29.89,0,0,29.89,302.27,0,0,302.27,SOSHA1004000215,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001234,7880336,CT0010054590,SHA1004,3,366163,0366163,Dettol Soap Original 72*60G,OU,S,CA,6,0,3986,55.36,332.16,358.68,29.89,0,0,29.89,302.27,0,0,302.27,SOSHA1004000209,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001317,7880336,CT0010054672,SHA1002,1,366163,0366163,Dettol Soap Original 72*60G,OU,S,CA,6,0,3986,55.36,332.16,358.68,29.89,0,0,29.89,302.27,0,0,302.27,SOSHA1002000225,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000381,7880336,CT0010046885,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,13,0,3218.39,22.35,290.55,267.3969,24.14,0,0,24.14,266.41,0,42.63,309.04,SOSHA1007000054,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,13,Picked,DTR Van-D,,,,,,,,
IN000153,7880336,CT0010054014,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000018,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000154,7880336,CT0010054013,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000019,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000160,7880336,CT0010043034,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000012,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000161,7880336,CT0010054010,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000015,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000165,7880336,CT0010043502,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000036,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000168,7880336,CT0010054001,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000041,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,MiniMart,,,,,,,,
IN000169,7880336,CT0010045113,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000042,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000172,7880336,CT0010041712,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1003000054,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000181,7880336,CT0010043510,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000039,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000183,7880336,CT0010043578,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000024,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000184,7880336,CT0010043498,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000025,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000186,7880336,CT0010043530,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000027,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000188,7880336,CT0010043571,SHA1007,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000029,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000190,7880336,CT0010043491,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000031,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000221,7880336,CT0010054019,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000045,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DUKA,,,,,,,,
IN000224,7880336,CT0010054025,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000048,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DUKA,,,,,,,,
IN000231,7880336,CT0010054027,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000055,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DUKA,,,,,,,,
IN000263,7880336,CT0010054036,SHA1006,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000075,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000347,7880336,CT0010054077,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000032,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000351,7880336,CT0010054084,SHA1006,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000082,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000352,7880336,CT0010054079,SHA1006,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000080,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000353,7880336,CT0010054081,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000083,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000357,7880336,CT0010054086,SHA1006,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000087,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000360,7880336,CT0010054088,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000090,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000364,7880336,CT0010054095,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000094,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000365,7880336,CT0010054096,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000095,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000366,7880336,CT0010054109,SHA1006,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000096,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000387,7880336,CT0010054129,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000059,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000434,7880336,CT0010054157,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000071,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000435,7880336,CT0010054153,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000072,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000438,7880336,CT0010054159,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000069,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000444,7880336,CT0010054114,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000039,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000445,7880336,CT0010054144,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000040,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000451,7880336,CT0010054140,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000047,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000455,7880336,CT0010054139,SHA1005,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000053,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000458,7880336,CT0010054141,SHA1005,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000048,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000464,7880336,CT0010054148,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000103,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000466,7880336,CT0010054150,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000105,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000467,7880336,CT0010054121,SHA1006,3,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000106,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000489,7880336,CT0010054125,SHA1007,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000072,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000498,7880336,CT0010053992,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000015,Invoice,Invoiced,07/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000499,7880336,CT0010053994,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000016,Invoice,Invoiced,07/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-C,,,,,,,,
IN000501,7880336,CT0010054006,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000018,Invoice,Invoiced,07/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-C,,,,,,,,
IN000555,7880336,CT0010054196,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000062,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000556,7880336,CT0010054194,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000063,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000563,7880336,CT0010054218,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000070,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000564,7880336,CT0010054178,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000114,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000565,7880336,CT0010054175,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000115,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000566,7880336,CT0010054176,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000116,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000573,7880336,CT0010054202,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000125,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000583,7880336,CT0010054179,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000086,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000591,7880336,CT0010054164,SHA1007,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000095,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000598,7880336,CT0010054219,SHA1004,4,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000087,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-A,,,,,,,,
IN000605,7880336,CT0010054256,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000098,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000608,7880336,CT0010054258,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000101,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000658,7880336,CT0010054239,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000103,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000668,7880336,CT0010054243,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000074,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000670,7880336,CT0010054245,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1005000076,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000694,7880336,CT0010054255,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000116,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000696,7880336,CT0010054249,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1007000118,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000708,7880336,CT0010054295,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000113,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000716,7880336,CT0010054300,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000121,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000718,7880336,CT0010054301,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000123,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000722,7880336,CT0010054304,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000126,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000723,7880336,CT0010054305,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000127,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000724,7880336,CT0010054314,SHA1001,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000128,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000732,7880336,CT0010054277,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1002000137,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000752,7880336,CT0010054278,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000118,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000753,7880336,CT0010054275,SHA1004,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000119,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000754,7880336,CT0010054272,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000120,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000756,7880336,CT0010054274,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000122,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000757,7880336,CT0010054313,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1004000123,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-A,,,,,,,,
IN000769,7880336,CT0010054241,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000136,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000770,7880336,CT0010054252,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1006000137,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000813,7880336,CT0010054335,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000138,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000815,7880336,CT0010054366,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000140,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000982,7880336,CT0010054479,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000165,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000986,7880336,CT0010054481,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000170,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN001068,7880336,CT0010054531,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000181,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN001069,7880336,CT0010054532,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,0,0,0,0,0,268.2,0,42.91,311.11,SOSHA1001000182,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
